,Series Name,Series Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
24851,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24852,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24853,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Uzbekistan,UZB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24854,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Vanuatu,VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24855,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,"Venezuela, RB",VEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24856,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Vietnam,VNM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24858,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,West Bank and Gaza,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24859,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24860,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Zambia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24861,No paid leave of at least 14 weeks available to mothers,SH.MMR.LEVE.AL,Zimbabwe,ZWE,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33125,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33126,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Albania,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33127,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33130,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33131,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Antigua and Barbuda,ATG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33132,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33133,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Armenia,ARM,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
33135,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33136,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33137,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33138,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Bahamas, The",BHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33139,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33140,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33141,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Barbados,BRB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33142,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33143,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Belgium,BEL,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33144,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Belize,BLZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33145,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Benin,BEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33147,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33148,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bolivia,BOL,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33149,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bosnia and Herzegovina,BIH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33150,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Botswana,BWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33151,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33153,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Brunei Darussalam,BRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33154,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33155,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Burkina Faso,BFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33156,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Burundi,BDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33157,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Cabo Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33158,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33159,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Cameroon,CMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33160,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Canada,CAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33162,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Central African Republic,CAF,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33163,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Chad,TCD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33165,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Chile,CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33166,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33167,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33168,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33169,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Congo, Dem. Rep.",COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
33170,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Congo, Rep.",COG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33171,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Costa Rica,CRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33172,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Cote d'Ivoire,CIV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33173,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33176,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Cyprus,CYP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33177,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33178,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Denmark,DNK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33179,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Djibouti,DJI,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33180,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Dominica,DMA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33181,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Dominican Republic,DOM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33182,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Ecuador,ECU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33183,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Egypt, Arab Rep.",EGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33184,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33185,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Equatorial Guinea,GNQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33186,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33187,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
33188,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Eswatini,SWZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33189,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
33191,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Fiji,FJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33192,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Finland,FIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33193,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,France,FRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33195,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Gabon,GAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33196,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Gambia, The",GMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33197,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33198,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33199,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Ghana,GHA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33201,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Greece,GRC,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
33203,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Grenada,GRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33205,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Guatemala,GTM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33206,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Guinea,GIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33207,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Guinea-Bissau,GNB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33208,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Guyana,GUY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33209,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Haiti,HTI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33210,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33211,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Hong Kong SAR, China",HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33212,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Hungary,HUN,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33213,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Iceland,ISL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33214,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,India,IND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33215,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Indonesia,IDN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33216,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Iran, Islamic Rep.",IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33217,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33218,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Ireland,IRL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33220,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33221,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
33222,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33223,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Japan,JPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33224,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33225,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33226,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kenya,KEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33227,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kiribati,KIR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33229,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Korea, Rep.",KOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33230,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33231,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33232,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33233,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Lao PDR,LAO,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
33234,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33235,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33236,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Lesotho,LSO,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33237,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Liberia,LBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33238,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33240,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33241,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Luxembourg,LUX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33243,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
33244,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Malawi,MWI,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
33245,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Malaysia,MYS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33246,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Maldives,MDV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33247,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mali,MLI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33248,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
33249,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33250,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33251,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mauritius,MUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33252,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mexico,MEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33253,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33254,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33256,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mongolia,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33257,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33258,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Morocco,MAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33259,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33260,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33261,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Namibia,NAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33263,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
33264,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Netherlands,NLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33266,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,New Zealand,NZL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33267,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Nicaragua,NIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33268,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Niger,NER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33269,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Nigeria,NGA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33270,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,North Macedonia,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33272,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33273,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33274,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33275,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33276,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33277,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Papua New Guinea,PNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33278,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Paraguay,PRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33279,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Peru,PER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33280,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Philippines,PHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33281,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33282,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Portugal,PRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33283,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Puerto Rico,PRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33284,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33285,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33286,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33287,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Rwanda,RWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33288,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,Samoa,WSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33289,The age at which men and women can retire with full pension benefits is not the same,SG.AGE.FUPN.EQ,San Marino,SMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
